ASKA_name,Ecocyc_name,Keio_name,Synonyms,Accession-2,Left-End-Position,Right-End-Position,Direction,Product,RegulonDB,UniProt,Gene products (polypeptides and RNAs only),"Genes of polypeptide, complex, or RNA",growth (LB),normalized to median growth (LB),growth (M9+amino acids),normalized to median growth (M9+amino acids),COG_0204,COG_1025,EntrezID,COG_1025,COG_1025,
yphD,yphD,yphD,noSyn,ECK2543,2675827,2676825,-,putative ABC transporter membrane subunit YphD,b2546,P77315,putative ABC transporter membrane subunit YphD,yphD,0.437351641,0.966663989,0.304593298,1.006458866,Carbohydrate transport and metabolism,Carbohydrate transport and metabolism,949063,nan,nan,
yadS,yadS,yadS,noSyn,ECK0156,177001,177624,-,PF03458 family protein YadS,b0157,P0AFP0,PF03458 family protein YadS,yadS,0.443675664,0.980641768,0.301315367,0.995627691,Function unknown,Function unknown,949062,nan,nan,
yjhQ,yjhQ,yjhQ,noSyn,ECK4297,4533239,4533784,-,KpLE2 phage-like element; putative acetyltransferase TopAI antitoxin YjhQ,b4307,P39368,KpLE2 phage-like element; putative acetyltransferase TopAI antitoxin YjhQ,yjhQ,0.479616381,1.060080358,0.318959916,1.053930067,General function prediction only,General function prediction only,949059,nan,nan,
idnR,idnR,idnR,gntS? // gntH // yjgS,ECK4257,4490141,4491139,-,DNA-binding transcriptional dual regulator IdnR,b4264,P39343,DNA-binding transcriptional dual regulator IdnR,idnR,0.501722197,1.108940118,0.318901395,1.053736699,Transcription,Transcription,949058,nan,nan,
csgA,csgA,csgA,noSyn,ECK1028,1104447,1104902,+,"curlin, major subunit",b1042,P28307,"curlin, major subunit",csgA,0.426545986,0.942780604,0.274919864,0.908409791,nan,no COG,949055,nan,nan,
trxB,trxB,trxB,trxR,ECK0879,931085,932050,-,thioredoxin reductase,b0888,P0A9P4,thioredoxin reductase,trxB,0.365283169,0.807373408,0.272656758,0.900931875,"Posttranslational modification, protein turnover, chaperones",Posttranslational modification and protein turnover and chaperones,949054,nan,nan,
lrp,lrp,lrp,rblA // oppI // mbf // lstR // alsB // ihb // livR // lrs // lss,ECK0880,932595,933089,+,DNA-binding transcriptional dual regulator Lrp,b0889,P0ACJ0,DNA-binding transcriptional dual regulator Lrp,lrp,0.408789958,0.903535038,0.199432607,0.658979422,Transcription,Transcription,949051,nan,nan,
yegZ,yegZ,yegZ,noSyn,ECK2080,2167602,2167820,-,phage protein D,b2083,nan,phage protein D,yegZ,0.448484501,0.991270584,0.311443675,1.029094369,nan,no COG,949050,nan,nan,
yeiT,preT,yeiT,yeiT,ECK2139,2234033,2235271,+,NAD-dependent dihydropyrimidine dehydrogenase subunit PreT,b2146,P76440,NAD-dependent dihydropyrimidine dehydrogenase subunit PreT,preT,0.445765488,0.985260838,0.304971339,1.007708015,Amino acid transport and metabolism,Amino acid transport and metabolism,949049,General function prediction only,nan,
artQ,artQ,artQ,noSyn,ECK0853,901534,902250,-,L-arginine ABC transporter membrane subunit ArtQ,b0862,P0AE34,L-arginine ABC transporter membrane subunit ArtQ,artQ,0.439363909,0.971111639,0.274601664,0.90735837,Amino acid transport and metabolism,Amino acid transport and metabolism,949046,nan,nan,
yeiG,yeiG,yeiG,noSyn,ECK2147,2243910,2244746,+,<i>S</i>-formylglutathione hydrolase / <i>S</i>-lactoylglutathione hydrolase,b2154,P33018,<i>S</i>-formylglutathione hydrolase / <i>S</i>-lactoylglutathione hydrolase,yeiG,0.448682871,0.991709034,0.30010554,0.991630097,Defense mechanisms,Defense mechanisms,949045,nan,nan,
yeiB,yeiB,yeiB,noSyn,ECK2145,2241810,2242967,-,DUF418 domain-containing protein YeiB,b2152,P25747,DUF418 domain-containing protein YeiB,yeiB,0.428154456,0.946335751,0.310134703,1.02476917,Function unknown,Function unknown,949044,nan,nan,
galS,galS,galS,mglD,ECK2144,2240628,2241668,-,DNA-binding transcriptional dual regulator GalS,b2151,P25748,DNA-binding transcriptional dual regulator GalS,galS,0.434416749,0.960177093,0.30566414,1.009997218,Transcription,Transcription,949043,nan,nan,
cirA,cirA,cirA,cir // feuA,ECK2148,2244778,2246769,-,iron-catecholate outer membrane transporter CirA,b2155,P17315,iron-catecholate outer membrane transporter CirA,cirA,0.452923726,1.001082457,0.307389193,1.01569726,Inorganic ion transport and metabolism,Inorganic ion transport and metabolism,949042,nan,nan,
mglB,mglB,mglB,noSyn,ECK2143,2239350,2240348,-,D-galactose/methyl-galactoside ABC transporter periplasmic binding protein,b2150,P0AEE5,D-galactose/methyl-galactoside ABC transporter periplasmic binding protein,mglB,0.434441244,0.960231234,0.292109521,0.965209081,Carbohydrate transport and metabolism,Carbohydrate transport and metabolism,949041,nan,nan,
mglC,mglC,mglC,mglP,ECK2141,2236743,2237753,-,D-galactose/methyl-galactoside ABC transporter membrane subunit,b2148,P23200,D-galactose/methyl-galactoside ABC transporter membrane subunit,mglC,0.449989148,0.994596256,0.311022909,1.027704042,Carbohydrate transport and metabolism,Carbohydrate transport and metabolism,949039,nan,nan,
ppiB,ppiB,ppiB,noSyn,ECK0518,553943,554437,-,peptidyl-prolyl <i>cis-trans</i> isomerase B,b0525,P23869,peptidyl-prolyl <i>cis-trans</i> isomerase B,ppiB,0.485099416,1.07219933,0.31431733,1.038589705,"Posttranslational modification, protein turnover, chaperones",Posttranslational modification and protein turnover and chaperones,949038,nan,nan,
yeiA,preA,yeiA,yeiA,ECK2140,2235265,2236500,+,NAD-dependent dihydropyrimidine dehydrogenase subunit PreA,b2147,P25889,NAD-dependent dihydropyrimidine dehydrogenase subunit PreA,preA,0.475269286,1.050472116,0.311378389,1.028878645,Nucleotide transport and metabolism,Nucleotide transport and metabolism,949037,nan,nan,
mglA,mglA,mglA,mglP // mgl,ECK2142,2237769,2239289,-,D-galactose/methyl-galactoside ABC transporter ATP binding subunit,b2149,P0AAG8,D-galactose/methyl-galactoside ABC transporter ATP binding subunit,mglA,0.443419239,0.980075001,0.296563501,0.979926237,Carbohydrate transport and metabolism,Carbohydrate transport and metabolism,949036,nan,nan,
leuO,leuO,leuO,noSyn,ECK0078,84368,85312,+,DNA-binding transcriptional dual regulator LeuO,b0076,P10151,DNA-binding transcriptional dual regulator LeuO,leuO,0.471447889,1.042025807,0.302858502,1.000726628,Transcription,Transcription,949034,nan,nan,
focB,focB,focB,noSyn,ECK2488,2613934,2614782,+,formate channel FocB,b2492,P77733,formate channel FocB,focB,0.451248458,0.997379667,0.313046165,1.034389432,Inorganic ion transport and metabolism,Inorganic ion transport and metabolism,949032,nan,nan,
purE,purE,purE,ade(f) // Pur2 // ade3 // ade,ECK0516,552591,553100,-,<i>N<sup>5</sup></i>-carboxyaminoimidazole ribonucleotide mutase,b0523,P0AG18,<i>N<sup>5</sup></i>-carboxyaminoimidazole ribonucleotide mutase,purE,0.470270188,1.039422773,-0.052760171,-0.174333913,Nucleotide transport and metabolism,Nucleotide transport and metabolism,949031,nan,nan,
argT,argT,argT,noSyn,ECK2304,2427009,2427791,-,lysine/arginine/ornithine ABC transporter periplasmic binding protein,b2310,P09551,lysine/arginine/ornithine ABC transporter periplasmic binding protein,argT,0.425428101,0.94030978,0.296949954,0.981203184,Signal transduction mechanisms,Signal transduction mechanisms,949030,Amino acid transport and metabolism,nan,
mlrA,mlrA,mlrA,yehV,ECK2119,2214866,2215597,+,DNA-binding transcriptional activator MlrA,b2127,P33358,DNA-binding transcriptional activator MlrA,mlrA,0.449424886,0.993349085,0.308097756,1.018038545,Transcription,Transcription,949029,nan,nan,
yehW,yehW,yehW,noSyn,ECK2121,2215745,2216476,-,glycine betaine ABC transporter membrane subunit YehW,b2128,P33359,glycine betaine ABC transporter membrane subunit YehW,yehW,0.43991439,0.972328347,0.30070413,0.993607999,Amino acid transport and metabolism,Amino acid transport and metabolism,949028,nan,nan,
yehU,btsS,yehU,yehU,ECK2118,2212959,2214644,-,BtsS-<i>N</i>-phospho-L-histidine // high-affinity pyruvate receptor,b2126,P0AD14,BtsS-<i>N</i>-phospho-L-histidine // high-affinity pyruvate receptor,btsS,0.444159989,0.981712257,0.296002733,0.978073309,Signal transduction mechanisms,Signal transduction mechanisms,949027,nan,nan,
yehS,yehS,yehS,noSyn,ECK2116,2211726,2212196,-,DUF1456 domain-containing protein YehS,b2124,P33355,DUF1456 domain-containing protein YehS,yehS,0.461604591,1.020269488,0.31223105,1.03169607,Function unknown,Function unknown,949026,nan,nan,
carA,carA,carA,arg // cap // pyrA,ECK0033,29651,30799,+,carbamoyl phosphate synthetase subunit &alpha;,b0032,P0A6F1,carbamoyl phosphate synthetase subunit &alpha;,carA,0.439358755,0.971100246,-0.097411827,-0.321875094,Amino acid transport and metabolism,Amino acid transport and metabolism,949025,Nucleotide transport and metabolism,nan,
yehT,btsR,yehT,yehT,ECK2117,2212243,2212962,-,Phosphorylated DNA-binding transcriptional dual regulator BtsR // DNA-binding transcriptional dual regulator BtsR,b2125,P0AFT5,Phosphorylated DNA-binding transcriptional dual regulator BtsR // DNA-binding transcriptional dual regulator BtsR,btsR,0.451948487,0.998926917,0.28901287,0.954976904,Transcription,Transcription,949024,Signal transduction mechanisms,nan,
yehR,yehR,yehR,noSyn,ECK2115,2211225,2211686,+,DUF1307 domain-containing lipoprotein YehR,b2123,P33354,DUF1307 domain-containing lipoprotein YehR,yehR,0.425430963,0.940316105,0.315423057,1.042243325,Function unknown,Function unknown,949023,nan,nan,
idi,idi,idi,ygfV,ECK2884,3033065,3033613,+,isopentenyl-diphosphate &Delta;-isomerase,b2889,Q46822,isopentenyl-diphosphate &Delta;-isomerase,idi,0.501253771,1.107904771,0.314443426,1.039006358,Lipid transport and metabolism,Lipid transport and metabolism,949020,nan,nan,
ygfU,uacT,ygfU,ygfU,ECK2883,3031367,3032815,+,urate:H<sup>+</sup> symporter,b2888,Q46821,urate:H<sup>+</sup> symporter,uacT,0.499740327,1.104559656,0.315852867,1.043663534,Nucleotide transport and metabolism,Nucleotide transport and metabolism,949017,nan,nan,
ygfS,ygfS,ygfS,noSyn,ECK2881,3028524,3029012,-,putative electron transport protein YgfS,b2886,Q46819,putative electron transport protein YgfS,ygfS,0.479769138,1.06041799,0.308865974,1.020576945,Energy production and conversion,Energy production and conversion,949016,nan,nan,
aslA,aslA,aslA,gppB // atsA,ECK3794,3984352,3986007,-,putative sulfatase AslA,b3801,P25549,putative sulfatase AslA,aslA,0.44721563,0.988466039,0.306263841,1.01197879,Inorganic ion transport and metabolism,Inorganic ion transport and metabolism,949015,nan,nan,
sufA,sufA,sufA,ydiC,ECK1680,1764018,1764386,-,iron-sulfur cluster insertion protein SufA,b1684,P77667,iron-sulfur cluster insertion protein SufA,sufA,0.433654853,0.958493099,0.283702905,0.937431342,"Posttranslational modification, protein turnover, chaperones",Posttranslational modification and protein turnover and chaperones,949014,nan,nan,
aslB,aslB,aslB,gppB // atsB,ECK3793,3982958,3984193,+,putative anaerobic sulfatase maturation enzyme AslB,b3800,P25550,putative anaerobic sulfatase maturation enzyme AslB,aslB,0.436236354,0.964198906,0.307787087,1.017012009,"Posttranslational modification, protein turnover, chaperones",Posttranslational modification and protein turnover and chaperones,949013,nan,nan,
atoS,atoS,atoS,noSyn,ECK2212,2320043,2321869,+,sensor histidine kinase AtoS,b2219,Q06067,sensor histidine kinase AtoS,atoS,0.440540445,0.973712098,0.302551329,0.999711644,Signal transduction mechanisms,Signal transduction mechanisms,949011,nan,nan,
yafT,yafT,yafT,noSyn,ECK0217,237335,238120,+,lipoprotein YafT,b0217,P77339,lipoprotein YafT,yafT,0.451305976,0.997506797,0.327582022,1.082419842,nan,no COG,949009,nan,nan,
yccU,yccU,yccU,noSyn,ECK0956,1027946,1028359,+,putative HspQ acetyl donor,b0965,P75874,putative HspQ acetyl donor,yccU,0.407340231,0.900330754,0.292716379,0.967214303,General function prediction only,General function prediction only,949008,nan,nan,
fadE,fadE,fadE,yafH,ECK0222,240859,243303,-,acyl-CoA dehydrogenase,b0221,Q47146,acyl-CoA dehydrogenase,fadE,0.468707797,1.035969471,0.313026071,1.034323035,Lipid transport and metabolism,Lipid transport and metabolism,949007,nan,nan,
ykfA,ykfA,ykfA,noSyn,ECK0255,268097,268960,-,CP4-6 prophage; putative GTP-binding protein YkfA,b0253,P75678,CP4-6 prophage; putative GTP-binding protein YkfA,ykfA,0.458330457,1.013032777,0.306910652,1.014116031,General function prediction only,General function prediction only,949004,nan,nan,
sanA,sanA,sanA,sfiXSt // yeiF,ECK2137,2232878,2233597,+,DUF218 domain-containing protein SanA,b2144,P0AFY2,DUF218 domain-containing protein SanA,sanA,0.417553986,0.922905881,0.284014936,0.938462377,Cell wall/membrane/envelope biogenesis,Cell wall/membrane/envelope biogenesis,949003,nan,nan,
ybhM,ybhM,ybhM,noSyn,ECK0776,820793,821506,+,Bax1-I family protein YbhM,b0787,P75769,Bax1-I family protein YbhM,ybhM,0.430756378,0.952086695,0.260574669,0.861009376,Inorganic ion transport and metabolism,Inorganic ion transport and metabolism,949001,nan,nan,
cynS,cynS,cynS,cnt // cyaN,ECK0337,359489,359959,+,cyanase,b0340,P00816,cyanase,cynS,0.49192711,1.087290358,0.322721086,1.066357993,Inorganic ion transport and metabolism,Inorganic ion transport and metabolism,948998,nan,nan,
caiB,caiB,caiB,yaaN,ECK0039,37898,39115,-,&gamma;-butyrobetainyl-CoA:carnitine CoA transferase,b0038,P31572,&gamma;-butyrobetainyl-CoA:carnitine CoA transferase,caiB,0.471861097,1.042939107,0.299684348,0.990238363,Lipid transport and metabolism,Lipid transport and metabolism,948997,nan,nan,
ydjQ,cho,ydjQ,ydjQ,ECK1739,1823515,1824402,+,excinuclease Cho,b1741,P76213,excinuclease Cho,cho,0.413279634,0.913458422,0.266298168,0.87992137,"Replication, recombination and repair",Replication and recombination and repair,948996,nan,nan,
caiD,caiD,caiD,yaaL,ECK0037,35377,36162,-,crotonobetainyl-CoA hydratase,b0036,P31551,crotonobetainyl-CoA hydratase,caiD,0.461315403,1.019630306,0.304247245,1.005315412,Lipid transport and metabolism,Lipid transport and metabolism,948995,nan,nan,
hycD,hycD,hycD,hevD,ECK2717,2846489,2847412,-,formate hydrogenlyase subunit HycD,b2722,P16430,formate hydrogenlyase subunit HycD,hycD,0.46175749,1.020607437,0.302510699,0.999577392,Energy production and conversion,Energy production and conversion,948994,nan,nan,
djlA,djlA,djlA,yabH,ECK0056,57364,58179,+,co-chaperone protein DjlA,b0055,P31680,co-chaperone protein DjlA,djlA,0.451858249,0.998727469,0.304196877,1.005148981,"Posttranslational modification, protein turnover, chaperones",Posttranslational modification and protein turnover and chaperones,948992,nan,nan,
ymgA,ymgA,ymgA,noSyn,ECK1152,1216068,1216340,+,putative two-component system connector protein YmgA,b1165,P75992,putative two-component system connector protein YmgA,ymgA,0.421016838,0.930559709,0.301967808,0.997783534,nan,no COG,948991,nan,nan,
yphE,yphE,yphE,noSyn,ECK2544,2676850,2678361,-,putative ABC transporter ATP-binding protein YphE,b2547,P77509,putative ABC transporter ATP-binding protein YphE,yphE,0.412204611,0.911082332,0.316576816,1.046055659,Carbohydrate transport and metabolism,Carbohydrate transport and metabolism,948990,nan,nan,
artI,artI,artI,noSyn,ECK0854,902257,902988,-,putative ABC transporter periplasmic binding protein ArtI,b0863,P30859,putative ABC transporter periplasmic binding protein ArtI,artI,0.439137623,0.970611487,0.279559947,0.923741883,Signal transduction mechanisms,Signal transduction mechanisms,948988,Amino acid transport and metabolism,nan,
udp,udp,udp,noSyn,ECK3825,4016431,4017192,+,uridine phosphorylase,b3831,P12758,uridine phosphorylase,udp,0.455789335,1.007416218,0.300296745,0.992261889,Nucleotide transport and metabolism,Nucleotide transport and metabolism,948987,nan,nan,
guaC,guaC,guaC,noSyn,ECK0104,113444,114487,+,GMP reductase,b0104,P60560,GMP reductase,guaC,0.452819128,1.000851267,0.298552777,0.986499346,Nucleotide transport and metabolism,Nucleotide transport and metabolism,948986,nan,nan,
ppdB,ppdB,ppdB,ygdC,ECK2821,2963153,2963716,-,prepilin-type N-terminal cleavage/methylation domain-containing protein PpdB,b2825,P08371,prepilin-type N-terminal cleavage/methylation domain-containing protein PpdB,ppdB,0.459287239,1.015147522,0.307428482,1.015827083,"Intracellular trafficking, secretion, and vesicular transport",Intracellular trafficking and secretion and and vesicular transport,948985,nan,nan,
yeiS,yeiS,yeiS,noSyn,ECK2138,2233600,2233839,+,DUF2542 domain-containing protein YeiS,b2145,P64536,DUF2542 domain-containing protein YeiS,yeiS,0.444783843,0.98309114,0.315188611,1.041468654,nan,no COG,948983,nan,nan,
hybD,hybD,hybD,noSyn,ECK2987,3140792,3141286,-,hydrogenase 2 maturation protease,b2993,P37182,hydrogenase 2 maturation protease,hybD,0.483654045,1.069004673,0.318104719,1.051104266,Energy production and conversion,Energy production and conversion,948982,nan,nan,
artJ,artJ,artJ,noSyn,ECK0851,899844,900575,-,L-arginine ABC transporter periplasmic binding protein,b0860,P30860,L-arginine ABC transporter periplasmic binding protein,artJ,0.435866023,0.963380376,0.278341473,0.919715714,Signal transduction mechanisms,Signal transduction mechanisms,948981,Amino acid transport and metabolism,nan,
norV,norV,norV,ygaJ // ygaI // ygaK,ECK2705,2832476,2833915,+,anaerobic nitric oxide reductase flavorubredoxin,b2710,Q46877,anaerobic nitric oxide reductase flavorubredoxin,norV,0.433277042,0.957658036,0.311623593,1.029688867,Energy production and conversion,Energy production and conversion,948979,Inorganic ion transport and metabolism,nan,
yjgR,yjgR,yjgR,noSyn,ECK4256,4488561,4490063,-,DUF853 domain-containing protein YjgR,b4263,P39342,DUF853 domain-containing protein YjgR,yjgR,0.487794861,1.078156983,0.314790446,1.040153006,"Replication, recombination and repair",Replication and recombination and repair,948978,nan,nan,
rffD,wecC,rffD,rff // rffD // mnaB,ECK3779,3971260,3972522,+,UDP-<i>N</i>-acetyl-D-mannosamine dehydrogenase,b3787,P27829,UDP-<i>N</i>-acetyl-D-mannosamine dehydrogenase,wecC,0.459382253,1.015357527,0.291107313,0.961897514,Cell wall/membrane/envelope biogenesis,Cell wall/membrane/envelope biogenesis,948977,nan,nan,
srlB,srlB,srlB,gutB,ECK2699,2827362,2827733,+,sorbitol-specific PTS enzyme IIA component,b2704,P05706,sorbitol-specific PTS enzyme IIA component,srlB,0.458665367,1.013773018,0.30264157,1.000009828,Carbohydrate transport and metabolism,Carbohydrate transport and metabolism,948971,nan,nan,
yeaP,dgcP,yeaP,yeaP,ECK1792,1877715,1878740,+,diguanylate cyclase DgcP,b1794,P76245,diguanylate cyclase DgcP,dgcP,0.419851596,0.927984212,0.302649071,1.000034613,Signal transduction mechanisms,Signal transduction mechanisms,948969,nan,nan,
yicR,yicR,yicR,radC,ECK3628,3811891,3812559,-,RadC-like JAB domain-containing protein YicR,b3638,P25531,RadC-like JAB domain-containing protein YicR,yicR,0.48664976,1.075626003,0.309035601,1.02113744,"Replication, recombination and repair",Replication and recombination and repair,948968,nan,nan,
ydaO,ttcA,ydaO,ydaO,ECK1341,1411013,1411948,-,tRNA cytosine<sup>32</sup> 2-sulfurtransferase TtcA,b1344,P76055,tRNA cytosine<sup>32</sup> 2-sulfurtransferase TtcA,ttcA,0.458511907,1.013433829,0.300631471,0.993367915,"Translation, ribosomal structure and biogenesis",Translation and ribosomal structure and biogenesis,948967,nan,nan,
rmuC,rmuC,rmuC,yigN,ECK3826,4017333,4018760,+,putative recombination limiting protein RmuC,b3832,P0AG71,putative recombination limiting protein RmuC,rmuC,0.423963443,0.937072494,0.303496684,1.002835354,"Replication, recombination and repair",Replication and recombination and repair,948966,nan,nan,
ygiQ,ygiQ,ygiQ,ygiR // b3016 // b3015,ECK3007,3158927,3161146,-,radical SAM superfamily protein YgiQ,b4469,Q46861,radical SAM superfamily protein YgiQ,ygiQ,0.498178768,1.101108192,0.321017574,1.060729126,General function prediction only,General function prediction only,948963,nan,nan,
ydaE,ydaE,ydaE,noSyn,ECK1349,1417838,1418008,-,Rac prophage; zinc-binding protein,b4526,P38394,Rac prophage; zinc-binding protein,ydaE,0.381837251,0.843962354,0.301504681,0.996253238,nan,no COG,948959,nan,nan,
